order,id,date,time,title,url,visitCount,typedCount,transition
10,21678,5/7/2024,17:35:30,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/auth?client_id=823511539352-ojaretejk1s95sdvkic0te923pt7knpu.apps.googleusercontent.com&scope=https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fdrive%20https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fdrive.install&response_type=none%20gsession&access_type=offline&redirect_uri=storagerelay%3A%2F%2Fhttps%2Faistudio.google.com%3Fid%3Dauth12354&login_hint=118361166103331052476&service=lso&o2v=1&ddm=0,2,0,link
11,21677,5/7/2024,17:35:30,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/auth?client_id=823511539352-ojaretejk1s95sdvkic0te923pt7knpu.apps.googleusercontent.com&scope=https://www.googleapis.com/auth/drive%20https://www.googleapis.com/auth/drive.install&response_type=none+gsession&access_type=offline&redirect_uri=storagerelay://https/aistudio.google.com?id=auth12354&login_hint=118361166103331052476,4,0,link
12,21677,5/7/2024,17:35:29,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/auth?client_id=823511539352-ojaretejk1s95sdvkic0te923pt7knpu.apps.googleusercontent.com&scope=https://www.googleapis.com/auth/drive%20https://www.googleapis.com/auth/drive.install&response_type=none+gsession&access_type=offline&redirect_uri=storagerelay://https/aistudio.google.com?id=auth12354&login_hint=118361166103331052476,4,0,link
13,21679,5/7/2024,17:35:27,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/auth/oauthchooseaccount?client_id=823511539352-ojaretejk1s95sdvkic0te923pt7knpu.apps.googleusercontent.com&scope=https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fdrive%20https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fdrive.install&response_type=none%20gsession&access_type=offline&redirect_uri=storagerelay%3A%2F%2Fhttps%2Faistudio.google.com%3Fid%3Dauth12354&login_hint=118361166103331052476&service=lso&o2v=1&ddm=0&flowName=GeneralOAuthFlow,2,0,link
14,21678,5/7/2024,17:35:27,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/auth?client_id=823511539352-ojaretejk1s95sdvkic0te923pt7knpu.apps.googleusercontent.com&scope=https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fdrive%20https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fdrive.install&response_type=none%20gsession&access_type=offline&redirect_uri=storagerelay%3A%2F%2Fhttps%2Faistudio.google.com%3Fid%3Dauth12354&login_hint=118361166103331052476&service=lso&o2v=1&ddm=0,2,0,link
15,21677,5/7/2024,17:35:27,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/auth?client_id=823511539352-ojaretejk1s95sdvkic0te923pt7knpu.apps.googleusercontent.com&scope=https://www.googleapis.com/auth/drive%20https://www.googleapis.com/auth/drive.install&response_type=none+gsession&access_type=offline&redirect_uri=storagerelay://https/aistudio.google.com?id=auth12354&login_hint=118361166103331052476,4,0,link
16,21677,5/7/2024,17:35:26,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/auth?client_id=823511539352-ojaretejk1s95sdvkic0te923pt7knpu.apps.googleusercontent.com&scope=https://www.googleapis.com/auth/drive%20https://www.googleapis.com/auth/drive.install&response_type=none+gsession&access_type=offline&redirect_uri=storagerelay://https/aistudio.google.com?id=auth12354&login_hint=118361166103331052476,4,0,link
17,21676,5/7/2024,17:35:20,Untitled prompt | Google AI Studio,https://aistudio.google.com/app/prompts/new_chat,2,0,link
18,21676,5/7/2024,17:35:20,Untitled prompt | Google AI Studio,https://aistudio.google.com/app/prompts/new_chat,2,0,link
19,21675,5/7/2024,17:35:13,Tune a model | Google AI Studio,https://aistudio.google.com/app/tuned_models/new_tuned_model,2,0,link
20,21506,5/7/2024,17:33:43,[Imersão IA] Aula 1 - Prompts - Documentos Google,https://docs.google.com/document/d/130u8Kd6GewOsuRhoL4vWCENdh9ppDKabFAeUSWvYrlI/edit,2,0,link
21,21506,5/7/2024,17:33:42,[Imersão IA] Aula 1 - Prompts - Documentos Google,https://docs.google.com/document/d/130u8Kd6GewOsuRhoL4vWCENdh9ppDKabFAeUSWvYrlI/edit,2,0,reload
22,21675,5/7/2024,17:33:24,Tune a model | Google AI Studio,https://aistudio.google.com/app/tuned_models/new_tuned_model,2,0,link
23,21674,5/7/2024,17:28:06,opencode,https://codepen.io/ananya-agrawal/pen/KQWEeb?editors=1100,1,0,link
24,21673,5/7/2024,17:27:50,opencode,https://codepen.io/ananya-agrawal/pen/KQWEeb?editors=1000,2,0,link
25,21673,5/7/2024,17:27:49,opencode,https://codepen.io/ananya-agrawal/pen/KQWEeb?editors=1000,2,0,link
26,21672,5/7/2024,17:27:46,open code - Pesquisa Google,https://www.google.com/search?q=open+code&oq=open+code&gs_lcrp=EgZjaHJvbWUyCQgAEEUYORiABDINCAEQLhjHARjRAxiABDIKCAIQABixAxiABDIKCAMQABixAxiABDIHCAQQABiABDIGCAUQRRg8MgYIBhBFGDwyBggHEEUYPNIBCDU2MzJqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,2,0,link
27,21672,5/7/2024,17:27:45,open code - Pesquisa Google,https://www.google.com/search?q=open+code&oq=open+code&gs_lcrp=EgZjaHJvbWUyCQgAEEUYORiABDINCAEQLhjHARjRAxiABDIKCAIQABixAxiABDIKCAMQABixAxiABDIHCAQQABiABDIGCAUQRRg8MgYIBhBFGDwyBggHEEUYPNIBCDU2MzJqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,2,0,generated
28,21671,5/7/2024,17:25:53,Gemini,https://gemini.google.com/app/cfa9a73736edf640,1,0,link
29,7191,5/7/2024,17:25:44,Gemini,https://gemini.google.com/app,11,0,link
30,21670,5/7/2024,17:21:53,502: BAD_GATEWAY,https://www.kenzie.com.br/blog/hospedar-pagina-gitlab,1,0,link
31,21504,5/7/2024,17:10:49,Imagens - Google Drive,https://drive.google.com/drive/folders/1w8lfurPj3TakbhAiSiVtbMPji_PU-KNC,7,0,link
32,21504,5/7/2024,17:10:48,Imagens - Google Drive,https://drive.google.com/drive/folders/1w8lfurPj3TakbhAiSiVtbMPji_PU-KNC,7,0,reload
33,21667,5/7/2024,17:10:26,Gemini,https://gemini.google.com/app/d2ae8073612bac8a,1,0,link
34,7191,5/7/2024,17:07:48,Gemini,https://gemini.google.com/app,11,0,link
35,21502,5/7/2024,17:05:14,[Imersão IA] - Aula 01 - Avaliações de hotéis - Planilhas Google,https://docs.google.com/spreadsheets/d/1qKUKKI7BNmVFs4rvTkl4YeCEbddRNcCP5_r_-pICk4A/edit#gid=398836999,2,0,link
36,21502,5/7/2024,17:05:14,[Imersão IA] - Aula 01 - Avaliações de hotéis - Planilhas Google,https://docs.google.com/spreadsheets/d/1qKUKKI7BNmVFs4rvTkl4YeCEbddRNcCP5_r_-pICk4A/edit#gid=398836999,2,0,reload
37,21510,5/7/2024,17:04:22,naive_sentiment_classification,https://www.kaggle.com/code/thehustler2003/naive-sentiment-classification/input,12,0,form_submit
38,21666,5/7/2024,17:04:16,Gemma | Kaggle,https://www.kaggle.com/models/google/gemma?utm_medium=nudge&utm_source=kaggle&utm_campaign=models-gemmalaunch,4,0,link
39,21666,5/7/2024,17:04:16,Gemma | Kaggle,https://www.kaggle.com/models/google/gemma?utm_medium=nudge&utm_source=kaggle&utm_campaign=models-gemmalaunch,4,0,link
40,21666,5/7/2024,17:04:16,Gemma | Kaggle,https://www.kaggle.com/models/google/gemma?utm_medium=nudge&utm_source=kaggle&utm_campaign=models-gemmalaunch,4,0,link
41,21666,5/7/2024,17:04:16,Gemma | Kaggle,https://www.kaggle.com/models/google/gemma?utm_medium=nudge&utm_source=kaggle&utm_campaign=models-gemmalaunch,4,0,link
42,21510,5/7/2024,17:04:06,naive_sentiment_classification,https://www.kaggle.com/code/thehustler2003/naive-sentiment-classification/input,12,0,link
43,21510,5/7/2024,17:04:06,naive_sentiment_classification,https://www.kaggle.com/code/thehustler2003/naive-sentiment-classification/input,12,0,link
44,21510,5/7/2024,17:04:06,naive_sentiment_classification,https://www.kaggle.com/code/thehustler2003/naive-sentiment-classification/input,12,0,link
45,21510,5/7/2024,17:04:05,naive_sentiment_classification,https://www.kaggle.com/code/thehustler2003/naive-sentiment-classification/input,12,0,form_submit
46,21660,5/7/2024,17:03:59,Fazer login nas Contas do Google,https://accounts.google.com/signin/oauth/id?authuser=0&part=AJi8hAM1r565UybIqeNWPOPnQqMv8JB8XyWUJV44M-7Ojh64-cYiKD83JTyN5GNe2BYiJw0-A0cg5v2Pg4k2ReCZ9vn1_zhn2P_DrV6ID8OCja-PhFVyMN54EaO_lgrAlt9n5FFuoy5i6JyZo4Zd-ySJNEbDBo7p_yg9SYUMNEeepbXUQIxPhNJtKPPw08CY52I1eYOt8X8bLPup0oSJ-_ZWawzdBRgEj9OOVg0tC_5EEZRdLJVXyL-XBL-BQxpg_Mzr_3vrLZInZ8038c2d9QnmIItkX4JwNPBqc_B1PpdjLSfK71CFHNWqSegkTV1nGw34KtInl8gQQjpqX6kCnuDNBG_TyjBl5picLVfFQ672BzWjAg6-2DEs59PUsAvqW1IuOTAwHjK8LcFLdtfJw6hn9WC3Vaa_jvcOs01Dw3dYJTmo4Tw2M_D4tLYWnEZewYRiEEt-WVBtA7chhjkXv5BNZZtSV8j6eM8v-jjqXDFs-J34p_sPTvq-JIOSh-nvovrZBNY-j_bH8sZa1x0fFmT3DIyyfdJVR1zro-5Qbagw9tjqu_N33qqPIjYA2B7HnjYGIV-HgCAs0HyqIVtw1gBMGmlr2ySFty-yVUPzAr7ABLjrPApBlemYv2VX9-je8Ki1CwdqCNwjOj-NYvn-HomqF4_dcUYn-EfckYHlYl6CZJPbpCvppWpLKBAA0VJ2GJt4-u62A4N_dAF7qTaRCbWZTS8lnxRrLbkRbQEls8FQO96bL2KP-iYPT6ZqCiQ2dLeOae6RqyaoWATqA7m1zdH76fVCVWX7c0KH4eITX9gi2a7dHHXoK_792PRV_YCILjFVrsdSRry2i3_aotMR01gkaCH1_jWePULY1yvYpzJCWjAenZheQM3clo3tI4uFZXcZjzK15uFOC8-NQ_PAJrJkPyNQ_0xZoCEZkGDswo4GbyItMi-Ny6qnKgqrXgpqmX-nZ1qnDYuh5yY7ez-MjdPYluTyLI3HQg&flowName=GeneralOAuthFlow&as=S-251414349%3A1715112232915635&client_id=280951542138-r7h1ksj23kps66ri9j7dpc1cfks39ggv.apps.googleusercontent.com&rapt=AEjHL4MGVFZHepuJaxOLwNNoWl_YP9NrBH1lruTeS2vxd2kxrg0T-YujC9JEcO5bp6tJ-hEW0XTaFKUCLepLMCS4Hht_wVaJkw#,2,0,link
47,21660,5/7/2024,17:03:58,Fazer login nas Contas do Google,https://accounts.google.com/signin/oauth/id?authuser=0&part=AJi8hAM1r565UybIqeNWPOPnQqMv8JB8XyWUJV44M-7Ojh64-cYiKD83JTyN5GNe2BYiJw0-A0cg5v2Pg4k2ReCZ9vn1_zhn2P_DrV6ID8OCja-PhFVyMN54EaO_lgrAlt9n5FFuoy5i6JyZo4Zd-ySJNEbDBo7p_yg9SYUMNEeepbXUQIxPhNJtKPPw08CY52I1eYOt8X8bLPup0oSJ-_ZWawzdBRgEj9OOVg0tC_5EEZRdLJVXyL-XBL-BQxpg_Mzr_3vrLZInZ8038c2d9QnmIItkX4JwNPBqc_B1PpdjLSfK71CFHNWqSegkTV1nGw34KtInl8gQQjpqX6kCnuDNBG_TyjBl5picLVfFQ672BzWjAg6-2DEs59PUsAvqW1IuOTAwHjK8LcFLdtfJw6hn9WC3Vaa_jvcOs01Dw3dYJTmo4Tw2M_D4tLYWnEZewYRiEEt-WVBtA7chhjkXv5BNZZtSV8j6eM8v-jjqXDFs-J34p_sPTvq-JIOSh-nvovrZBNY-j_bH8sZa1x0fFmT3DIyyfdJVR1zro-5Qbagw9tjqu_N33qqPIjYA2B7HnjYGIV-HgCAs0HyqIVtw1gBMGmlr2ySFty-yVUPzAr7ABLjrPApBlemYv2VX9-je8Ki1CwdqCNwjOj-NYvn-HomqF4_dcUYn-EfckYHlYl6CZJPbpCvppWpLKBAA0VJ2GJt4-u62A4N_dAF7qTaRCbWZTS8lnxRrLbkRbQEls8FQO96bL2KP-iYPT6ZqCiQ2dLeOae6RqyaoWATqA7m1zdH76fVCVWX7c0KH4eITX9gi2a7dHHXoK_792PRV_YCILjFVrsdSRry2i3_aotMR01gkaCH1_jWePULY1yvYpzJCWjAenZheQM3clo3tI4uFZXcZjzK15uFOC8-NQ_PAJrJkPyNQ_0xZoCEZkGDswo4GbyItMi-Ny6qnKgqrXgpqmX-nZ1qnDYuh5yY7ez-MjdPYluTyLI3HQg&flowName=GeneralOAuthFlow&as=S-251414349%3A1715112232915635&client_id=280951542138-r7h1ksj23kps66ri9j7dpc1cfks39ggv.apps.googleusercontent.com&rapt=AEjHL4MGVFZHepuJaxOLwNNoWl_YP9NrBH1lruTeS2vxd2kxrg0T-YujC9JEcO5bp6tJ-hEW0XTaFKUCLepLMCS4Hht_wVaJkw#,2,0,link
48,21658,5/7/2024,17:03:54,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/v2/auth/oauthchooseaccount?client_id=280951542138-r7h1ksj23kps66ri9j7dpc1cfks39ggv.apps.googleusercontent.com&scope=openid%20profile%20email&response_type=code&redirect_uri=https%3A%2F%2Fwww.kaggle.com%2Fsignin-google&code_challenge=SeM_elVVSsZ6BuQGVkyQPvW0gTjQ8woAAHLOBY9Lz-g&code_challenge_method=S256&state=CfDJ8LRqC2zgEF1Isw0Bk0-7U-7qq_zTZDKgH5mZpkmP7pbKtGTQlyJLTJtatToMRS4YK15-_gQhTBfuEu-9t_AxWHl0Hd5J7eAs-hkprcg9fiCMZsLr65PA4sf9mhbhOoJcWJDs7Qve0Jjw9zWNmKpbe4lpHS51SoyznH506jLQY4ErKX4s-YXWCy00sDlkpqQhjPGoaCvDau4yRtWKpUIfsmjJE77FuROflAQoPGLkqCV0OgkEll2z0mvOFqlgZxBahwQ4Rs8ey7aTj0QLtkiAfGnDDyMCB-7iXLM42Vy9KtfbpI7kb44jdCqNhmT582NHZkc9B-AmNcz2mgybvMN4C9BmUI9DY7niMv-oig5lW_dK1lNGHOUUM4EfWWIS3ko5ru6FZJLSBNLW8MBhXtac&service=lso&o2v=2&ddm=0&flowName=GeneralOAuthFlow,1,0,link
49,21657,5/7/2024,17:03:54,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/v2/auth?client_id=280951542138-r7h1ksj23kps66ri9j7dpc1cfks39ggv.apps.googleusercontent.com&scope=openid%20profile%20email&response_type=code&redirect_uri=https%3A%2F%2Fwww.kaggle.com%2Fsignin-google&code_challenge=SeM_elVVSsZ6BuQGVkyQPvW0gTjQ8woAAHLOBY9Lz-g&code_challenge_method=S256&state=CfDJ8LRqC2zgEF1Isw0Bk0-7U-7qq_zTZDKgH5mZpkmP7pbKtGTQlyJLTJtatToMRS4YK15-_gQhTBfuEu-9t_AxWHl0Hd5J7eAs-hkprcg9fiCMZsLr65PA4sf9mhbhOoJcWJDs7Qve0Jjw9zWNmKpbe4lpHS51SoyznH506jLQY4ErKX4s-YXWCy00sDlkpqQhjPGoaCvDau4yRtWKpUIfsmjJE77FuROflAQoPGLkqCV0OgkEll2z0mvOFqlgZxBahwQ4Rs8ey7aTj0QLtkiAfGnDDyMCB-7iXLM42Vy9KtfbpI7kb44jdCqNhmT582NHZkc9B-AmNcz2mgybvMN4C9BmUI9DY7niMv-oig5lW_dK1lNGHOUUM4EfWWIS3ko5ru6FZJLSBNLW8MBhXtac&service=lso&o2v=2&ddm=0,1,0,link
50,21656,5/7/2024,17:03:54,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/v2/auth?client_id=280951542138-r7h1ksj23kps66ri9j7dpc1cfks39ggv.apps.googleusercontent.com&scope=openid%20profile%20email&response_type=code&redirect_uri=https%3A%2F%2Fwww.kaggle.com%2Fsignin-google&code_challenge=SeM_elVVSsZ6BuQGVkyQPvW0gTjQ8woAAHLOBY9Lz-g&code_challenge_method=S256&state=CfDJ8LRqC2zgEF1Isw0Bk0-7U-7qq_zTZDKgH5mZpkmP7pbKtGTQlyJLTJtatToMRS4YK15-_gQhTBfuEu-9t_AxWHl0Hd5J7eAs-hkprcg9fiCMZsLr65PA4sf9mhbhOoJcWJDs7Qve0Jjw9zWNmKpbe4lpHS51SoyznH506jLQY4ErKX4s-YXWCy00sDlkpqQhjPGoaCvDau4yRtWKpUIfsmjJE77FuROflAQoPGLkqCV0OgkEll2z0mvOFqlgZxBahwQ4Rs8ey7aTj0QLtkiAfGnDDyMCB-7iXLM42Vy9KtfbpI7kb44jdCqNhmT582NHZkc9B-AmNcz2mgybvMN4C9BmUI9DY7niMv-oig5lW_dK1lNGHOUUM4EfWWIS3ko5ru6FZJLSBNLW8MBhXtac,2,0,link
51,21656,5/7/2024,17:03:53,Fazer login nas Contas do Google,https://accounts.google.com/o/oauth2/v2/auth?client_id=280951542138-r7h1ksj23kps66ri9j7dpc1cfks39ggv.apps.googleusercontent.com&scope=openid%20profile%20email&response_type=code&redirect_uri=https%3A%2F%2Fwww.kaggle.com%2Fsignin-google&code_challenge=SeM_elVVSsZ6BuQGVkyQPvW0gTjQ8woAAHLOBY9Lz-g&code_challenge_method=S256&state=CfDJ8LRqC2zgEF1Isw0Bk0-7U-7qq_zTZDKgH5mZpkmP7pbKtGTQlyJLTJtatToMRS4YK15-_gQhTBfuEu-9t_AxWHl0Hd5J7eAs-hkprcg9fiCMZsLr65PA4sf9mhbhOoJcWJDs7Qve0Jjw9zWNmKpbe4lpHS51SoyznH506jLQY4ErKX4s-YXWCy00sDlkpqQhjPGoaCvDau4yRtWKpUIfsmjJE77FuROflAQoPGLkqCV0OgkEll2z0mvOFqlgZxBahwQ4Rs8ey7aTj0QLtkiAfGnDDyMCB-7iXLM42Vy9KtfbpI7kb44jdCqNhmT582NHZkc9B-AmNcz2mgybvMN4C9BmUI9DY7niMv-oig5lW_dK1lNGHOUUM4EfWWIS3ko5ru6FZJLSBNLW8MBhXtac,2,0,link
52,21654,5/7/2024,17:03:52,Login or Register | Kaggle,https://www.kaggle.com/account/login?phase=startSignInTab&returnUrl=%2Fcode%2Fthehustler2003%2Fnaive-sentiment-classification%2Finput,2,0,link
53,21654,5/7/2024,17:03:52,Login or Register | Kaggle,https://www.kaggle.com/account/login?phase=startSignInTab&returnUrl=%2Fcode%2Fthehustler2003%2Fnaive-sentiment-classification%2Finput,2,0,link
54,21510,5/7/2024,17:03:48,naive_sentiment_classification,https://www.kaggle.com/code/thehustler2003/naive-sentiment-classification/input,12,0,link
55,21510,5/7/2024,17:03:48,naive_sentiment_classification,https://www.kaggle.com/code/thehustler2003/naive-sentiment-classification/input,12,0,link
56,21510,5/7/2024,17:03:48,naive_sentiment_classification,https://www.kaggle.com/code/thehustler2003/naive-sentiment-classification/input,12,0,link
57,21510,5/7/2024,17:03:47,naive_sentiment_classification,https://www.kaggle.com/code/thehustler2003/naive-sentiment-classification/input,12,0,reload
58,573,5/7/2024,17:01:11,(4) WhatsApp,https://web.whatsapp.com/,364,247,typed
59,21653,5/7/2024,16:55:07,VÍDEO: Sobrevoo mostra pista do aeroporto de Porto Alegre debaixo d'água | Rio Grande do Sul | G1,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2024/05/07/video-sobrevoo-mostra-pista-do-aeroporto-de-porto-alegre-debaixo-dagua.ghtml,2,0,link
60,21653,5/7/2024,16:55:06,VÍDEO: Sobrevoo mostra pista do aeroporto de Porto Alegre debaixo d'água | Rio Grande do Sul | G1,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2024/05/07/video-sobrevoo-mostra-pista-do-aeroporto-de-porto-alegre-debaixo-dagua.ghtml,2,0,link
61,761,5/7/2024,16:54:26,g1 - O portal de notícias da Globo,https://g1.globo.com/,167,136,typed
62,21652,5/7/2024,16:53:36,Corpo de Bombeiros da PMESP (@corpodebombeirosdapmesp) • Fotos e vídeos do Instagram,https://www.instagram.com/p/C6pHU91v6wh/,1,0,link
63,21650,5/7/2024,16:53:32,Corpo de Bombeiros da PMESP (@corpodebombeirosdapmesp) • Fotos e vídeos do Instagram,https://www.instagram.com/corpodebombeirosdapmesp/,2,0,link
